Serial Number	Project Title	Tumor Type(s)	Administering  IC	Application ID	Project Number	Type	Activity	IC	Support Year	Suffix	Subproject Number 	Contact PI  Person ID	Contact PI / Project Leader	PI Trim	MemberID	Other PI or Project Leader(s)	Organization Name	ARRA Indicator	FY	FY Total Cost 	FY Total Cost  (Sub Projects)	FY Total
45508	PROTEOMICS	Any;Tech	NCI	8712160	5P30CA045508-27	5	P30	CA	27		8751	1884018	STILLMAN, BRUCE W.	STILLMAN, BRUCE W.	28	Not Applicable	Cold Spring Harbor	 	2014		344981	344981
45508	PROTEOMICS	Any;Tech	NCI	8473679	5P30CA045508-26	5	P30	CA	26		8751	1884018	STILLMAN, BRUCE W.	STILLMAN, BRUCE W.	28	Not Applicable	Cold Spring Harbor	 	2013		333717	333717
45508	PROTEOMICS	Any;Tech	NCI	8382440	5P30CA045508-25	5	P30	CA	25		8751	1884018	STILLMAN, BRUCE W.	STILLMAN, BRUCE W.	28	Not Applicable	Cold Spring Harbor	 	2012		350282	350282
45508	PROTEOMICS	Any;Tech	NCI	8340295	2P30CA045508-24	2	P30	CA	24		8751	1884018	STILLMAN, BRUCE W.	STILLMAN, BRUCE W.	28	Not Applicable	Cold Spring Harbor	 	2011		346186	346186
18068	QUANTITIATIVE MODEL FOR THE DEVELOPMENT OF NEURAL TOPOGRAPHIC MAPS		NEI	8013800	5R01EY018068-04	5	R01	EY	4			8569429	KOULAKOV, ALEXEI 	KOULAKOV, ALEXEI	47	Not Applicable	Cold Spring Harbor	 	2011	413424		413424
18068	QUANTITIATIVE MODEL FOR THE DEVELOPMENT OF NEURAL TOPOGRAPHIC MAPS		NEI	7761660	5R01EY018068-03	5	R01	EY	3			8569429	KOULAKOV, ALEXEI 	KOULAKOV, ALEXEI	47	Not Applicable	Cold Spring Harbor	 	2010	415800		415800
18535	RACLOPRIDE PET STUDY IN FIRST-EPISODE PSYCHOSIS		NCRR	8167271	5M01RR018535-08	5	M01	RR	8		7130	6996976	SEVY, SERGE 	SEVY, SERGE		Not Applicable	Feinstein Institute	 	2010		848	848
80536	RADIATION COMBINED INJURY: MECHANISMS AND THERAPEUTIC APPROACHES		NIAID	8289506	5R33AI080536-05	5	R33	AI	5			1865987	WANG, PING 	WANG, PING		Not Applicable	Feinstein Institute	 	2012	394997		394997
80536	RADIATION COMBINED INJURY: MECHANISMS AND THERAPEUTIC APPROACHES		NIAID	8097389	5R33AI080536-04	5	R33	AI	4			1865987	WANG, PING 	WANG, PING		Not Applicable	Feinstein Institute	 	2011	398898		398898
80536	RADIATION COMBINED INJURY: MECHANISMS AND THERAPEUTIC APPROACHES		NIAID	8112110	3R33AI080536-03S1	3	R33	AI	3	S1		1865987	WANG, PING 	WANG, PING		Not Applicable	Feinstein Institute	YES	2010	103750		103750
80536	RADIATION COMBINED INJURY: MECHANISMS AND THERAPEUTIC APPROACHES		NIAID	8084914	4R33AI080536-03	4	R33	AI	3			1865987	WANG, PING 	WANG, PING		Not Applicable	Feinstein Institute	 	2010	415000		415000
16379	RAS INDUCED SENESCENCE AND TUMOR SUPPRESSION	Any	NIA	7924586	5R01AG016379-12	5	R01	AG	12			1928317	LOWE, SCOTT W.	LOWE, SCOTT W.		Not Applicable	Cold Spring Harbor	 	2010	353133		353133
55989	RECEPTOR PTPS;CELL CONTACT & SIGNAL TRANSDUCTION		NIGMS	8403579	5R01GM055989-16	5	R01	GM	16			1898919	TONKS, NICHOLAS K	TONKS, NICHOLAS K	29	Not Applicable	Cold Spring Harbor	 	2013	423922		423922
55989	RECEPTOR PTPS;CELL CONTACT & SIGNAL TRANSDUCTION		NIGMS	8208186	5R01GM055989-15	5	R01	GM	15			1898919	TONKS, NICHOLAS K	TONKS, NICHOLAS K	29	Not Applicable	Cold Spring Harbor	 	2012	434648		434648
55989	RECEPTOR PTPS;CELL CONTACT & SIGNAL TRANSDUCTION		NIGMS	8011999	5R01GM055989-14	5	R01	GM	14			1898919	TONKS, NICHOLAS K	TONKS, NICHOLAS K	29	Not Applicable	Cold Spring Harbor	 	2011	404432		404432
55989	RECEPTOR PTPS;CELL CONTACT & SIGNAL TRANSDUCTION		NIGMS	7790862	2R01GM055989-13	2	R01	GM	13			1898919	TONKS, NICHOLAS K	TONKS, NICHOLAS K	29	Not Applicable	Cold Spring Harbor	 	2010	408900		408900
55989	RECEPTOR PTPS;CELL CONTACT AND SIGNAL TRANSDUCTION		NIGMS	8816977	2R01GM055989-17	2	R01	GM	17			1898919	TONKS, NICHOLAS K	TONKS, NICHOLAS K	29	Not Applicable	Cold Spring Harbor	 	2015	448737		448737
1	RECOVERY AFTER INITIAL SCHIZOPHRENIA EPISODE (RAISE)		NIMH	8326023	271200900019C-12-0-1		N01					11090744	KANE, JOHN M	KANE, JOHN M		Not Applicable	Feinstein Institute	 	2011	8613341		8613341
1	RECOVERY AFTER INITIAL SCHIZOPHRENIA EPISODE (RAISE)		NIMH	8140344	271200900019C-7-0-1		N01					10652101	KANE, JOHN M	KANE, JOHN M		Not Applicable	Feinstein Institute	YES	2010	697360		697360
1	RECOVERY-(RAISE)RECOVERY AFTER INITIAL SCHIZOPHRENIA EPISODE		NIMH	8947947	271200900019C-18-0-1		N01					12212623	KANE, JOHN M	KANE, JOHN M		Not Applicable	Feinstein Institute	 	2014	2169822		2169822
18535	REDUCTION OF NOCTURNAL HYPERTENSION IN PEDIATRIC RENAL TRANSPLANT RECIPIENTS		NCRR	8167277	5M01RR018535-08	5	M01	RR	8		7136	9814923	SETHNA, CHRISTINE 	SETHNA, CHRISTINE		Not Applicable	Feinstein Institute	 	2010		1272	1272
28352	REGULATION OF AGE-RELATED INFLAMMATION IN SEPTIC SHOCK		NIA	7826608	5R01AG028352-05	5	R01	AG	5			1865987	WANG, PING 	WANG, PING		Not Applicable	Feinstein Institute	 	2010	318653		318653
18535	REGULATION OF CHEMOKINE RECEPTOR EXPRESSION DURING SEPSIS		NCRR	8167223	5M01RR018535-08	5	M01	RR	8		7082	1875164	SHERRY, BARBARA 	SHERRY, BARBARA	78	Not Applicable	Feinstein Institute	 	2010		25266	25266
59742	REGULATION OF CHEMOKINE RECEPTOR EXPRESSION IN SEPSIS		NIAID	7755394	5R01AI059742-05	5	R01	AI	5			1882085	SHERRY, BARBARA	SHERRY, BARBARA	78	Not Applicable	Feinstein Institute	 	2010	272298		272298
63075	REGULATION OF HMGB1 RELEASE IN ENDOTOXEMIA		NIGMS	8857479	5R01GM063075-10	5	R01	GM	10			6626369	WANG, HAICHAO 	WANG, HAICHAO		Not Applicable	Feinstein Institute	 	2015	288135		288135
63075	REGULATION OF HMGB1 RELEASE IN ENDOTOXEMIA		NIGMS	8730667	5R01GM063075-09	5	R01	GM	9			6626369	WANG, HAICHAO 	WANG, HAICHAO		Not Applicable	Feinstein Institute	 	2014	288135		288135
63075	REGULATION OF HMGB1 RELEASE IN ENDOTOXEMIA		NIGMS	8577791	2R01GM063075-08A1	2	R01	GM	8	A1		6626369	WANG, HAICHAO 	WANG, HAICHAO		Not Applicable	Feinstein Institute	 	2013	288135		288135
63075	REGULATION OF HMGB1 RELEASE IN ENDOTOXEMIA		NIGMS	7860285	5R01GM063075-07	5	R01	GM	7			6626369	WANG, HAICHAO 	WANG, HAICHAO		Not Applicable	Feinstein Institute	 	2010	246839		246839
65506	REGULATION OF LAIR-1 IN LUPUS		NIAMS	8618460	1K01AR065506-01	1	K01	AR	1			10956198	SON, MYOUNGSUN 	SON, MYOUNGSUN		Not Applicable	Feinstein Institute	 	2014	127710		127710
13106	REGULATION OF PRE-MRNA SPLICING IN TUMORIGENESIS	Any;Breast;Liver;Lymphoma	NCI	8234411	2P01CA013106-41	2	P01	CA	41		6552	1859429	KRAINER, ADRIAN R	KRAINER, ADRIAN R	14	Not Applicable	Cold Spring Harbor	 	2012		568687	568687
13106	REGULATION OF PRE-MRNA SPLICING IN TUMORIGENESIS	Any;Breast;Liver;Lymphoma	NCI	8208589	5P01CA013106-40	5	P01	CA	40		7	1859429	KRAINER, ADRIAN R	KRAINER, ADRIAN R	14	Not Applicable	Cold Spring Harbor	 	2011		595451	595451
13106	REGULATION OF PRE-MRNA SPLICING IN TUMORIGENESIS	Any;Breast;Liver;Lymphoma	NCI	8018463	5P01CA013106-39	5	P01	CA	39		7	1859429	KRAINER, ADRIAN R	KRAINER, ADRIAN R	14	Not Applicable	Cold Spring Harbor	 	2010		630042	630042
83901	REGULATION OF THE ANTI-PHOSPHOLIPID RESPONSE IN SLE		NIAID	8605825	5R01AI083901-05	5	R01	AI	5			1969333	DAVIDSON, ANNE 	DAVIDSON, ANNE		Not Applicable	Feinstein Institute	 	2014	490330		490330
83901	REGULATION OF THE ANTI-PHOSPHOLIPID RESPONSE IN SLE		NIAID	8666335	3R01AI083901-04S1	3	R01	AI	4	S1		1969333	DAVIDSON, ANNE 	DAVIDSON, ANNE		Not Applicable	Feinstein Institute	 	2013	44491		44491
83901	REGULATION OF THE ANTI-PHOSPHOLIPID RESPONSE IN SLE		NIAID	8415927	5R01AI083901-04	5	R01	AI	4			1969333	DAVIDSON, ANNE 	DAVIDSON, ANNE		Not Applicable	Feinstein Institute	 	2013	395552		395552
83901	REGULATION OF THE ANTI-PHOSPHOLIPID RESPONSE IN SLE		NIAID	8212476	5R01AI083901-03	5	R01	AI	3			1969333	DAVIDSON, ANNE 	DAVIDSON, ANNE		Not Applicable	Feinstein Institute	 	2012	420800		420800
83901	REGULATION OF THE ANTI-PHOSPHOLIPID RESPONSE IN SLE		NIAID	8014983	5R01AI083901-02	5	R01	AI	2			1969333	DAVIDSON, ANNE 	DAVIDSON, ANNE		Not Applicable	Feinstein Institute	 	2011	420800		420800
83901	REGULATION OF THE ANTI-PHOSPHOLIPID RESPONSE IN SLE		NIAID	7889199	1R01AI083901-01A1	1	R01	AI	1	A1		1969333	DAVIDSON, ANNE 	DAVIDSON, ANNE		Not Applicable	Feinstein Institute	 	2010	424925		424925
70023	RELAPSE PREVENTION STUDY: STEERING AND IMPLEMENTATION		NIMH	7774403	5U01MH070023-05	5	U01	MH	5			6520264	SCHOOLER, NINA R	SCHOOLER, NINA R		Not Applicable	Feinstein Institute	 	2010	160215		160215
70007	RELAPSE PREVENTION: LONG-ACTING ATYPICAL ANTIPSYCHOTICS		NIMH	7776824	5U01MH070007-05	5	U01	MH	5			6611914	MENDELOWITZ, ALAN 	MENDELOWITZ, ALAN		Not Applicable	Feinstein Institute	 	2010	239486		239486
18535	REM BEHAVIOR DISORDER AND PARKINSONISM: A LONGITUDINAL PET IMAGING STUDY		NCRR	8167259	5M01RR018535-08	5	M01	RR	8		7118	10206907	SCHWARTZ, GUY 	SCHWARTZ, GUY		Not Applicable	Feinstein Institute	 	2010		1695	1695
84910	RENIN ANGIOENSIN ALDOSTERONE SYSTEM IN DRUB ABUSE AND HIV-ASSOCIATED NEPHROPATHY		NIDDK	8699757	5R01DK084910-05	5	R01	DK	5			1863819	SINGHAL, PRAVIN C	SINGHAL, PRAVIN C		Not Applicable	Feinstein Institute	 	2014	308289		308289
84910	RENIN ANGIOENSIN ALDOSTERONE SYSTEM IN DRUB ABUSE AND HIV-ASSOCIATED NEPHROPATHY		NIDDK	8527768	5R01DK084910-04	5	R01	DK	4			1863819	SINGHAL, PRAVIN C	SINGHAL, PRAVIN C		Not Applicable	Feinstein Institute	 	2013	304881		304881
84910	RENIN ANGIOENSIN ALDOSTERONE SYSTEM IN DRUB ABUSE AND HIV-ASSOCIATED NEPHROPATHY		NIDDK	8304380	5R01DK084910-03	5	R01	DK	3			1863819	SINGHAL, PRAVIN C	SINGHAL, PRAVIN C		Not Applicable	Feinstein Institute	 	2012	323536		323536
84910	RENIN ANGIOENSIN ALDOSTERONE SYSTEM IN DRUB ABUSE AND HIV-ASSOCIATED NEPHROPATHY		NIDDK	8118788	5R01DK084910-02	5	R01	DK	2			1863819	SINGHAL, PRAVIN C	SINGHAL, PRAVIN C		Not Applicable	Feinstein Institute	 	2011	331071		331071
84910	RENIN ANGIOENSIN ALDOSTERONE SYSTEM IN DRUB ABUSE AND HIV-ASSOCIATED NEPHROPATHY		NIDDK	7929365	1R01DK084910-01A1	1	R01	DK	1	A1		1863819	SINGHAL, PRAVIN C	SINGHAL, PRAVIN C		Not Applicable	Feinstein Institute	 	2010	415000		415000
105987	REPROGRAMMING HOST IMMUNE RESPONSES TO CURE OR CONTROL PERSISTENT HPV INFECTION	Cervix	NIAID	8628039	5R21AI105987-02	5	R21	AI	2			8451707	BONAGURA, VINCENT ROBERT	BONAGURA, VINCENT ROBERT		Not Applicable	Feinstein Institute	 	2014	278192		779604
105987	REPROGRAMMING HOST IMMUNE RESPONSES TO CURE OR CONTROL PERSISTENT HPV INFECTION	Cervix	NIAID	8721525	3R21AI105987-01S1	3	R21	AI	1	S1		8451707	BONAGURA, VINCENT ROBERT	BONAGURA, VINCENT ROBERT		Not Applicable	Feinstein Institute	 	2013	83408		390317
105987	REPROGRAMMING HOST IMMUNE RESPONSES TO CURE OR CONTROL PERSISTENT HPV INFECTION	Cervix	NIAID	8511042	1R21AI105987-01	1	R21	AI	1			8451707	BONAGURA, VINCENT ROBERT	BONAGURA, VINCENT ROBERT		Not Applicable	Feinstein Institute	 	2013	227475		424965
80173	RESEARCH METHODS CORE: COGNITIVE NEUROSCIENCE		NIMH	8509318	3P50MH080173-05S2	3	P50	MH	5	S2	9002	8442002	GOLDBERG, TERRY 	GOLDBERG, TERRY		Not Applicable	Feinstein Institute	 	2012		79079	79079
80173	RESEARCH METHODS CORE: COGNITIVE NEUROSCIENCE		NIMH	8494916	3P50MH080173-05S1	3	P50	MH	5	S1	9002	8442002	GOLDBERG, TERRY 	GOLDBERG, TERRY		Not Applicable	Feinstein Institute	 	2012		36581	36581
80173	RESEARCH METHODS CORE: COGNITIVE NEUROSCIENCE		NIMH	8377125	5P50MH080173-05	5	P50	MH	5		9002	8442002	GOLDBERG, TERRY 	GOLDBERG, TERRY		Not Applicable	Feinstein Institute	 	2012		258456	258456
80173	RESEARCH METHODS CORE: COGNITIVE NEUROSCIENCE		NIMH	8258329	5P50MH080173-04	5	P50	MH	4		9002	8442002	GOLDBERG, TERRY 	GOLDBERG, TERRY		Not Applicable	Feinstein Institute	 	2011		262966	262966
80173	RESEARCH METHODS CORE: COGNITIVE NEUROSCIENCE		NIMH	8065455	5P50MH080173-03	5	P50	MH	3		9002	8442002	GOLDBERG, TERRY 	GOLDBERG, TERRY		Not Applicable	Feinstein Institute	 	2010		265928	265928
94631	RETROVIRUSES		NIAID	8117425	1R13AI094631-01	1	R13	AI	1			7039607	STEWART, DAVID J.	STEWART, DAVID J.		Not Applicable	Cold Spring Harbor	 	2011	15000		15000
18535	RHEUMATOID ARTHRITIS (RA) RELATED AUTOANTIBODIES		NCRR	8167221	5M01RR018535-08	5	M01	RR	8		7080	1868373	GREGERSEN, PETER K.	GREGERSEN, PETER K.		Not Applicable	Feinstein Institute	 	2010		21620	21620
82266	RHO REGULATOR-MEDIATED SIGNALING IN INTERNEURON DEVELOPMENT		NINDS	8829348	5R01NS082266-03	5	R01	NS	3			1899413	VAN AELST, LINDA 	VAN AELST, LINDA	33	Not Applicable	Cold Spring Harbor	 	2015	489466		489466
82266	RHO REGULATOR-MEDIATED SIGNALING IN INTERNEURON DEVELOPMENT		NINDS	8610366	5R01NS082266-02	5	R01	NS	2			1899413	VAN AELST, LINDA 	VAN AELST, LINDA	33	Not Applicable	Cold Spring Harbor	 	2014	477000		477000
82266	RHO REGULATOR-MEDIATED SIGNALING IN INTERNEURON DEVELOPMENT		NINDS	8478955	1R01NS082266-01	1	R01	NS	1			1899413	VAN AELST, LINDA 	VAN AELST, LINDA	33	Not Applicable	Cold Spring Harbor	 	2013	481818		481818
19963	RIBOSOMAL PROTEIN GENE SILENCING IN NEURAL CREST STEM CELLS		NIDCR	7883329	5R21DE019963-02	5	R21	DE	2			8664010	LIU, JOHNSON MING-YU	LIU, JOHNSON MING-YU	72	Not Applicable	Feinstein Institute	 	2010	237879		237879
76396	RNAI;HISTONE MODIFICATION AND THE DDB1/CPSF-LIKE COMPLEX RIK1		NIGMS	8780635	5R01GM076396-08	5	R01	GM	8			1964343	MARTIENSSEN, ROBERT A	MARTIENSSEN, ROBERT A	18	Not Applicable	Cold Spring Harbor	 	2015	407044		407044
76396	RNAI;HISTONE MODIFICATION AND THE DDB1/CPSF-LIKE COMPLEX RIK1		NIGMS	8582065	5R01GM076396-07	5	R01	GM	7			1964343	MARTIENSSEN, ROBERT A	MARTIENSSEN, ROBERT A	18	Not Applicable	Cold Spring Harbor	 	2014	402226		402226
76396	RNAI;HISTONE MODIFICATION AND THE DDB1/CPSF-LIKE COMPLEX RIK1		NIGMS	8415837	5R01GM076396-06	5	R01	GM	6			1964343	MARTIENSSEN, ROBERT A	MARTIENSSEN, ROBERT A	18	Not Applicable	Cold Spring Harbor	 	2013	389248		389248
76396	RNAI;HISTONE MODIFICATION AND THE DDB1/CPSF-LIKE COMPLEX RIK1		NIGMS	8239195	2R01GM076396-05	2	R01	GM	5			1964343	MARTIENSSEN, ROBERT A	MARTIENSSEN, ROBERT A	18	Not Applicable	Cold Spring Harbor	 	2012	374715		374715
76396	RNAI;HISTONE MODIFICATION AND THE DDB1/CPSF-LIKE COMPLEX RIK1		NIGMS	7894453	5R01GM076396-04	5	R01	GM	4			1964343	MARTIENSSEN, ROBERT A	MARTIENSSEN, ROBERT A	18	Not Applicable	Cold Spring Harbor	 	2010	419760		419760
135053	ROLE OF DOK-1 IN ONCOGENIC TYROSINE KINASE SIGNALING	Leukemia	NCI	8408823	5R01CA135053-05	5	R01	CA	5			1899413	VAN AELST, LINDA 	VAN AELST, LINDA	33	Not Applicable	Cold Spring Harbor	 	2013	357586		357586
135053	ROLE OF DOK-1 IN ONCOGENIC TYROSINE KINASE SIGNALING	Leukemia	NCI	8204568	5R01CA135053-04	5	R01	CA	4			1899413	VAN AELST, LINDA 	VAN AELST, LINDA	33	Not Applicable	Cold Spring Harbor	 	2012	376384		376384
135053	ROLE OF DOK-1 IN ONCOGENIC TYROSINE KINASE SIGNALING	Leukemia	NCI	7998158	5R01CA135053-03	5	R01	CA	3			1899413	VAN AELST, LINDA 	VAN AELST, LINDA	33	Not Applicable	Cold Spring Harbor	 	2011	350219		350219
135053	ROLE OF DOK-1 IN ONCOGENIC TYROSINE KINASE SIGNALING	Leukemia	NCI	7767657	5R01CA135053-02	5	R01	CA	2			1899413	VAN AELST, LINDA 	VAN AELST, LINDA	33	Not Applicable	Cold Spring Harbor	 	2010	361050		361050
178206	ROLE OF SPLICING FACTORS IN BREAST CANCER	Breast	NCI	8722508	5K99CA178206-02	5	K99	CA	2			10300099	ANCZUKOW-CAMARDA, OLGA 	ANCZUKOW-CAMARDA, OLGA		Not Applicable	Cold Spring Harbor	 	2014	106008		106008
178206	ROLE OF SPLICING FACTORS IN BREAST CANCER	Breast	NCI	8568241	1K99CA178206-01	1	K99	CA	1			10300099	ANCZUKOW-CAMARDA, OLGA 	ANCZUKOW-CAMARDA, OLGA		Not Applicable	Cold Spring Harbor	 	2013	107088		107088
62534	ROLES OF SMALL RNAS IN GUARDING GERM CELL GENOMES	Any	NIGMS	8725675	5R37GM062534-15	5	R37	GM	15			1924153	HANNON, GREGORY J	HANNON, GREGORY J	10	Not Applicable	Cold Spring Harbor	 	2014	406350		406350
62534	ROLES OF SMALL RNAS IN GUARDING GERM CELL GENOMES	Any	NIGMS	8581275	2R37GM062534-14	2	R37	GM	14			1924153	HANNON, GREGORY J	HANNON, GREGORY J	10	Not Applicable	Cold Spring Harbor	 	2013	406350		406350
90590	SCIENTIFIC DIRECTION ADMINSTRATIVE UNIT (OPERATIONS CORE)		NIMH	8700534	5P30MH090590-05	5	P30	MH	5		8123	1878536	KANE, JOHN M	KANE, JOHN M		Not Applicable	Feinstein Institute	 	2014		276997	276997
90590	SCIENTIFIC DIRECTION ADMINSTRATIVE UNIT (OPERATIONS CORE)		NIMH	8463882	5P30MH090590-04	5	P30	MH	4		8123	1878536	KANE, JOHN M	KANE, JOHN M		Not Applicable	Feinstein Institute	 	2013		206699	206699
90590	SCIENTIFIC DIRECTION ADMINSTRATIVE UNIT (OPERATIONS CORE)		NIMH	8507860	3P30MH090590-03S1	3	P30	MH	3	S1	8123	1878536	KANE, JOHN M	KANE, JOHN M		Not Applicable	Feinstein Institute	 	2012		18318	18318
90590	SCIENTIFIC DIRECTION ADMINSTRATIVE UNIT (OPERATIONS CORE)		NIMH	8377197	5P30MH090590-03	5	P30	MH	3		8123	1878536	KANE, JOHN M	KANE, JOHN M		Not Applicable	Feinstein Institute	 	2012		269768	269768
90590	SCIENTIFIC DIRECTION ADMINSTRATIVE UNIT (OPERATIONS CORE)		NIMH	8301778	5P30MH090590-02	5	P30	MH	2		8123	1878536	KANE, JOHN M	KANE, JOHN M		Not Applicable	Feinstein Institute	 	2011		266315	266315
90590	SCIENTIFIC DIRECTION ADMINSTRATIVE UNIT (OPERATIONS CORE)		NIMH	7921171	1P30MH090590-01	1	P30	MH	1		8123	1878536	KANE, JOHN M	KANE, JOHN M		Not Applicable	Feinstein Institute	 	2010		266976	266976
45508	SENIOR LEADERSHIP	Any;Admin	NCI	8712146	5P30CA045508-27	5	P30	CA	27		8735	1884018	STILLMAN, BRUCE W.	STILLMAN, BRUCE W.	28	Not Applicable	Cold Spring Harbor	 	2014		226761	226761
45508	SENIOR LEADERSHIP	Any;Admin	NCI	8473661	5P30CA045508-26	5	P30	CA	26		8735	1884018	STILLMAN, BRUCE W.	STILLMAN, BRUCE W.	28	Not Applicable	Cold Spring Harbor	 	2013		219934	219934
45508	SENIOR LEADERSHIP	Any;Admin	NCI	8382419	5P30CA045508-25	5	P30	CA	25		8735	1884018	STILLMAN, BRUCE W.	STILLMAN, BRUCE W.	28	Not Applicable	Cold Spring Harbor	 	2012		240856	240856
45508	SENIOR LEADERSHIP	Any;Admin	NCI	8340277	2P30CA045508-24	2	P30	CA	24		8735	1884018	STILLMAN, BRUCE W.	STILLMAN, BRUCE W.	28	Not Applicable	Cold Spring Harbor	 	2011		241027	241027
57468	SEPSIS AND MEDIATORS: THE ROLE OF MFG-E8		NIGMS	8126589	3R01GM057468-13S1	3	R01	GM	13	S1		1865987	WANG, PING 	WANG, PING		Not Applicable	Feinstein Institute	YES	2010	46062		46062
57468	SEPSIS AND MEDIATORS: THE ROLE OF MFG-E8		NIGMS	7730837	5R01GM057468-13	5	R01	GM	13			1865987	WANG, PING 	WANG, PING		Not Applicable	Feinstein Institute	 	2010	336897		336897
57468	SEPSIS AND MEDIATORS: THE ROLE OF MFG-E8-DERIVED PEPTIDES		NIGMS	8761161	2R01GM057468-14A1	2	R01	GM	14	A1		1865987	WANG, PING 	WANG, PING		Not Applicable	Feinstein Institute	 	2014	345425		345425
12853	SHORT AXON CELLS IMPLEMENT GAIN CONTROL IN THE MOUSE OLFACTORY BULB		NIDCD	8688984	5R01DC012853-02	5	R01	DC	2			10860216	ALBEANU, DINU 	ALBEANU, DINU	38	Not Applicable	Cold Spring Harbor	 	2014	472500		472500
12853	SHORT AXON CELLS IMPLEMENT GAIN CONTROL IN THE MOUSE OLFACTORY BULB		NIDCD	8581548	1R01DC012853-01A1	1	R01	DC	1	A1		10860216	ALBEANU, DINU 	ALBEANU, DINU	38	Not Applicable	Cold Spring Harbor	 	2013	472500		472500
76987	SP1 AS A NOVEL PROTECTIVE MECHANISM AGAINST SEPTIC INFLAMMATION AND ORGAN INJURY.		NIAID	7860344	5R21AI076987-02	5	R21	AI	2			6724275	LIU, SHU FANG	LIU, SHU FANG		Not Applicable	Feinstein Institute	YES	2010	287595		287595
42694	SPATIAL ORGANIZATION OF GENE EXPRESSION	Any	NIGMS	8885050	2R01GM042694-26	2	R01	GM	26			1898347	SPECTOR, DAVID L	SPECTOR, DAVID L	26	Not Applicable	Cold Spring Harbor	 	2015	766080		766080
42694	SPATIAL ORGANIZATION OF GENE EXPRESSION	Any	NIGMS	8641364	5R01GM042694-25	5	R01	GM	25			1898347	SPECTOR, DAVID L	SPECTOR, DAVID L	26	Not Applicable	Cold Spring Harbor	 	2014	746284		746284
42694	SPATIAL ORGANIZATION OF GENE EXPRESSION	Any	NIGMS	8451444	5R01GM042694-24	5	R01	GM	24			1898347	SPECTOR, DAVID L	SPECTOR, DAVID L	26	Not Applicable	Cold Spring Harbor	 	2013	720164		720164
42694	SPATIAL ORGANIZATION OF GENE EXPRESSION	Any	NIGMS	8248745	5R01GM042694-23	5	R01	GM	23			1898347	SPECTOR, DAVID L	SPECTOR, DAVID L	26	Not Applicable	Cold Spring Harbor	 	2012	740360		740360
42694	SPATIAL ORGANIZATION OF GENE EXPRESSION	Any	NIGMS	8105963	2R01GM042694-22	2	R01	GM	22			1898347	SPECTOR, DAVID L	SPECTOR, DAVID L	26	Not Applicable	Cold Spring Harbor	 	2011	687053		687053
42694	SPATIAL ORGANIZATION OF GENE EXPRESSOIN	Any	NIGMS	7796883	5R01GM042694-21	5	R01	GM	21			1898347	SPECTOR, DAVID L	SPECTOR, DAVID L	26	Not Applicable	Cold Spring Harbor	 	2010	676357		676357
42694	SPATIAL ORGANIZATION OF GENE EXPRESSOIN	Any	NIGMS	7988882	3R01GM042694-20S1	3	R01	GM	20	S1		1898347	SPECTOR, DAVID L	SPECTOR, DAVID L	26	Not Applicable	Cold Spring Harbor	YES	2010	95137		95137
80173	SPECIAL SCIENTIFIC PROCEDURES CORE: GENOMICS		NIMH	8509317	3P50MH080173-05S2	3	P50	MH	5	S2	9001	1868373	GREGERSEN, PETER K.	GREGERSEN, PETER K.		Not Applicable	Feinstein Institute	 	2012		79079	79079
80173	SPECIAL SCIENTIFIC PROCEDURES CORE: GENOMICS		NIMH	8494915	3P50MH080173-05S1	3	P50	MH	5	S1	9001	1868373	GREGERSEN, PETER K.	GREGERSEN, PETER K.		Not Applicable	Feinstein Institute	 	2012		36581	36581
80173	SPECIAL SCIENTIFIC PROCEDURES CORE: GENOMICS		NIMH	8377123	5P50MH080173-05	5	P50	MH	5		9001	1868373	GREGERSEN, PETER K.	GREGERSEN, PETER K.		Not Applicable	Feinstein Institute	 	2012		271513	271513
80173	SPECIAL SCIENTIFIC PROCEDURES CORE: GENOMICS		NIMH	8258328	5P50MH080173-04	5	P50	MH	4		9001	1868373	GREGERSEN, PETER K.	GREGERSEN, PETER K.		Not Applicable	Feinstein Institute	 	2011		275147	275147
80173	SPECIAL SCIENTIFIC PROCEDURES CORE: GENOMICS		NIMH	8065454	5P50MH080173-03	5	P50	MH	3		9001	1868373	GREGERSEN, PETER K.	GREGERSEN, PETER K.		Not Applicable	Feinstein Institute	 	2010		279480	279480
22061	SPREAD THE WORD: INTEGRATING CLINICAL PREDICTION RULES AT THE POINT OF CARE		AHRQ	8811447	4R24HS022061-03	4	R24	HS	3			6844006	MCGINN, THOMAS G	MCGINN, THOMAS G		Not Applicable	Feinstein Institute	 	2015			0
22061	SPREAD THE WORD: INTEGRATING CLINICAL PREDICTION RULES AT THE POINT OF CARE		AHRQ	8628071	5R24HS022061-02	5	R24	HS	2			6844006	MCGINN, THOMAS G	MCGINN, THOMAS G		Not Applicable	Feinstein Institute	 	2014			0
22061	SPREAD THE WORD: INTEGRATING CLINICAL PREDICTION RULES AT THE POINT OF CARE		AHRQ	8473499	1R24HS022061-01	1	R24	HS	1			6844006	MCGINN, THOMAS G	MCGINN, THOMAS G		Not Applicable	Feinstein Institute	 	2013			0
71675	STATISTICS AND DATA MANAGEMENT CORE		NINDS	8742005	5P50NS071675-05	5	P50	NS	5		6349	1892381	LESSER, MARTIN L.	LESSER, MARTIN L.	69	Not Applicable	Feinstein Institute	 	2014		118771	118771
