Serial.Number	Project.Title	Tumor.Type	Administering..IC	Application.ID	Project.Number	Type	Activity	IC	Support.Year	Suffix	Subproject.Number	Contact.PI..Person.ID	Contact.PI...Project.Leader	PI.Trim	MemberID	Other.PI.or.Project.Leader.s.	Organization.Name	ARRA.Indicator	FY	FY.Total.Cost	FY.Total.Cost...Sub.Projects.	FY.Total
40209	NEURAL STEM CELLS IN THE AGING BRAIN	Brain	NIA	8723379	3R01AG040209-04S1	3	R01	AG	4	S1	NA	1865811	ENIKOLOPOV, GRIGORI N	ENIKOLOPOV, GRIGORI N	5	Not Applicable	COLD SPRING HARBOR LABORATORY	 	2014	96000	NA	96000
40209	NEURAL STEM CELLS IN THE AGING BRAIN	Brain	NIA	8721300	5R01AG040209-04	5	R01	AG	4		NA	1865811	ENIKOLOPOV, GRIGORI N	ENIKOLOPOV, GRIGORI N	5	Not Applicable	COLD SPRING HARBOR LABORATORY	 	2014	396558	NA	396558
106035	AN OPTOGENETIC TOOLKIT FOR THE INTERROGATION AND CONTROL OF SINGLE CELLS.	Brain	NIMH	8822629	1U01MH106035-01	1	U01	MH	1		NA	1924153	HANNON, GREGORY J	HANNON, GREGORY J	10	Not Applicable	COLD SPRING HARBOR LABORATORY	 	2014	452400	NA	452400
105971	TOWARDS QUANTITATIVE CELL TYPE-BASED MAPPING OF THE WHOLE MOUSE BRAIN	Brain	NIMH	8822445	1U01MH105971-01	1	U01	MH	1		NA	8657465	OSTEN, PAVEL 	OSTEN, PAVEL	53	Not Applicable	COLD SPRING HARBOR LABORATORY	 	2014	1287507	NA	1287507
25	CHROMOSOME INHERITANCE	Breast	NCI	8018464	5P01CA013106-39	5	P01	CA	39		25	1884018	STILLMAN, BRUCE W.	STILLMAN, BRUCE W.	28	Not Applicable	COLD SPRING HARBOR LABORATORY	 	2010	NA	734537	734537
148507	THE MOLECULAR BASIS OF PREGNANCY-ASSOCIATED PROTECTION FROM BREAST CANCER	Breast	NCI	7943989	5RC2CA148507-02	5	RC2	CA	2		NA	1924153	HANNON, GREGORY J 	HANNON, GREGORY J	10	GINGERAS, THOMAS RAYMOND;MCCOMBIE, WILLIAM RICHARD	COLD SPRING HARBOR LABORATORY	YES	2010	1455158	NA	1455158
98830	CELL POLARITY PATHWAYS AND ERBB2 MEDIATED TUMORIGENESIS	Breast	NCI	7753677	5R01CA098830-06	5	R01	CA	6		NA	7039762	MUTHUSWAMY, SENTHIL K	MUTHUSWAMY, SENTHIL K	NA	Not Applicable	COLD SPRING HARBOR LABORATORY	 	2010	256295	NA	256295
53840	PROTEIN TYROSINE DEPHOSPHORYLATION & SIGNAL TRANSDUCTION	Breast	NCI	7988473	2R01CA053840-19A2	2	R01	CA	19	A2	NA	1898919	TONKS, NICHOLAS K	TONKS, NICHOLAS K	29	Not Applicable	COLD SPRING HARBOR LABORATORY	 	2010	712640	NA	712640
27	MICRORNAS IN HUMAN CANCER	Breast	NCI	8208592	5P01CA013106-40	5	P01	CA	40		27	1924153	HANNON, GREGORY J	HANNON, GREGORY J	10	Not Applicable	COLD SPRING HARBOR LABORATORY	 	2011	NA	631506	631506
98830	CELL POLARITY PATHWAYS AND ERBB2 MEDIATED TUMORIGENESIS	Breast	NCI	7998161	5R01CA098830-07	5	R01	CA	7		NA	7039762	MUTHUSWAMY, SENTHIL K	MUTHUSWAMY, SENTHIL K	NA	Not Applicable	COLD SPRING HARBOR LABORATORY	 	2011	377711	NA	377711
53840	PROTEIN TYROSINE DEPHOSPHORYLATION & SIGNAL TRANSDUCTION	Breast	NCI	8103280	5R01CA053840-20	5	R01	CA	20		NA	1898919	TONKS, NICHOLAS K	TONKS, NICHOLAS K	29	Not Applicable	COLD SPRING HARBOR LABORATORY	 	2011	687770	NA	687770
6554	MICRORNAS IN HUMAN CANCER	Breast	NCI	8234414	2P01CA013106-41	2	P01	CA	41		6554	1924153	HANNON, GREGORY J	HANNON, GREGORY J	10	Not Applicable	COLD SPRING HARBOR LABORATORY	 	2012	NA	666316	666316
98830	CELL POLARITY PATHWAYS AND ERBB2 MEDIATED TUMORIGENESIS	Breast	NCI	8205028	5R01CA098830-08	5	R01	CA	8		NA	7039762	MUTHUSWAMY, SENTHIL K	MUTHUSWAMY, SENTHIL K	NA	Not Applicable	COLD SPRING HARBOR LABORATORY	 	2012	405930	NA	405930
6553	LONG NUCLEAR-RETAINED NON-CODING RNAS AND CANCER	Breast	NCI	8234412	2P01CA013106-41	2	P01	CA	41		6553	1898347	SPECTOR, DAVID L	SPECTOR, DAVID L	26	Not Applicable	COLD SPRING HARBOR LABORATORY	 	2012	NA	432183	432183
53840	PROTEIN TYROSINE DEPHOSPHORYLATION & SIGNAL TRANSDUCTION	Breast	NCI	8248754	5R01CA053840-21	5	R01	CA	21		NA	1898919	TONKS, NICHOLAS K	TONKS, NICHOLAS K	29	Not Applicable	COLD SPRING HARBOR LABORATORY	 	2012	761643	NA	761643
178206	ROLE OF SPLICING FACTORS IN BREAST CANCER	Breast	NCI	8568241	1K99CA178206-01	1	K99	CA	1		NA	10300099	ANCZUKOW-CAMARDA, OLGA 	ANCZUKOW-CAMARDA, OLGA	NA	Not Applicable	COLD SPRING HARBOR LABORATORY	 	2013	107088	NA	107088
5751	PROJECT 4	Breast	NCI	8744320	5P01CA013106-42	5	P01	CA	42		5751	1924153	HANNON, GREGORY J	HANNON, GREGORY J	10	Not Applicable	COLD SPRING HARBOR LABORATORY	 	2013	NA	647281	647281
98830	CELL POLARITY PATHWAYS AND ERBB2 MEDIATED TUMORIGENESIS	Breast	NCI	8409834	5R01CA098830-09	5	R01	CA	9		NA	7039762	MUTHUSWAMY, SENTHIL K	MUTHUSWAMY, SENTHIL K	NA	Not Applicable	COLD SPRING HARBOR LABORATORY	 	2013	385656	NA	385656
5750	PROJECT 3	Breast	NCI	8744319	5P01CA013106-42	5	P01	CA	42		5750	1898347	SPECTOR, DAVID L	SPECTOR, DAVID L	26	Not Applicable	COLD SPRING HARBOR LABORATORY	 	2013	NA	422163	422163
5748	PROJECT 1	Breast	NCI	8744316	5P01CA013106-42	5	P01	CA	42		5748	1884018	STILLMAN, BRUCE W.	STILLMAN, BRUCE W.	28	Not Applicable	COLD SPRING HARBOR LABORATORY	 	2013	NA	585149	585149
53840	PROTEIN TYROSINE DEPHOSPHORYLATION & SIGNAL TRANSDUCTION	Breast	NCI	8460136	5R01CA053840-22	5	R01	CA	22		NA	1898919	TONKS, NICHOLAS K	TONKS, NICHOLAS K	29	Not Applicable	COLD SPRING HARBOR LABORATORY	 	2013	721714	NA	721714
178206	ROLE OF SPLICING FACTORS IN BREAST CANCER	Breast	NCI	8722508	5K99CA178206-02	5	K99	CA	2		NA	10300099	ANCZUKOW-CAMARDA, OLGA 	ANCZUKOW-CAMARDA, OLGA	NA	Not Applicable	COLD SPRING HARBOR LABORATORY	 	2014	106008	NA	106008
5751	PROJECT 4	Breast	NCI	8744360	5P01CA013106-43	5	P01	CA	43		5751	1924153	HANNON, GREGORY J	HANNON, GREGORY J	10	Not Applicable	COLD SPRING HARBOR LABORATORY	 	2014	NA	688466	688466
5750	PROJECT 3	Breast	NCI	8744359	5P01CA013106-43	5	P01	CA	43		5750	1898347	SPECTOR, DAVID L	SPECTOR, DAVID L	26	Not Applicable	COLD SPRING HARBOR LABORATORY	 	2014	NA	426017	426017
5748	PROJECT 1	Breast	NCI	8744357	5P01CA013106-43	5	P01	CA	43		5748	1884018	STILLMAN, BRUCE W.	STILLMAN, BRUCE W.	28	Not Applicable	COLD SPRING HARBOR LABORATORY	 	2014	NA	617225	617225
53840	PROTEIN TYROSINE DEPHOSPHORYLATION & SIGNAL TRANSDUCTION	Breast	NCI	8657984	5R01CA053840-23	5	R01	CA	23		NA	1898919	TONKS, NICHOLAS K	TONKS, NICHOLAS K	29	Not Applicable	COLD SPRING HARBOR LABORATORY	 	2014	745634	NA	745634
6556	ADMINISTRATION	Breast; Admin	NCI	8234420	2P01CA013106-41	2	P01	CA	41		6556	1924153	HANNON, GREGORY J	HANNON, GREGORY J	10	Not Applicable	COLD SPRING HARBOR LABORATORY	 	2012	NA	233967	233967
7	REGULATION OF PRE-MRNA SPLICING IN TUMORIGENESIS	Breast; Liver; Lymphoma	NCI	8018463	5P01CA013106-39	5	P01	CA	39		7	1859429	KRAINER, ADRIAN R	KRAINER, ADRIAN R	14	Not Applicable	COLD SPRING HARBOR LABORATORY	 	2010	NA	630042	630042
9005	MOSAIC MOUSE MODELS OF HUMAN CANCER	Breast; Liver; Lymphoma	NCI	8018469	5P01CA013106-39	5	P01	CA	39		9005	1928317	LOWE, SCOTT W.	LOWE, SCOTT W.	NA	Not Applicable	COLD SPRING HARBOR LABORATORY	 	2010	NA	430396	430396
27	MICRORNAS IN HUMAN CANCER	Breast; Liver; Lymphoma	NCI	8018466	5P01CA013106-39	5	P01	CA	39		27	1924153	HANNON, GREGORY J	HANNON, GREGORY J	10	Not Applicable	COLD SPRING HARBOR LABORATORY	 	2010	NA	684342	684342
11446	THE ROLE OF RAC1 IN HPV-INDUCED RECURRENT RESPIRATORY PAPILLOMATOSIS	Cervix	NIDCD	8061168	1F32DC011446-01	1	F32	DC	1		NA	10344729	LUCS, ALEXANDRA VITKO	LUCS, ALEXANDRA VITKO	NA	Not Applicable	FEINSTEIN INSTITUTE FOR MEDICAL RESEARCH	 	2010	45590	NA	45590
8579	HUMAN PAPILLOMAVIRUS INFECTION AND EXPRESSION OF COX-2	Cervix	NIDCD	7743731	5R01DC008579-02	5	R01	DC	2		NA	1869266	STEINBERG, BETTIE M.	STEINBERG, BETTIE M.	82	Not Applicable	FEINSTEIN INSTITUTE FOR MEDICAL RESEARCH	 	2010	348806	NA	348806
11446	THE ROLE OF RAC1 IN HPV-INDUCED RECURRENT RESPIRATORY PAPILLOMATOSIS	Cervix	NIDCD	8145281	5F32DC011446-02	5	F32	DC	2		NA	10344729	LUCS, ALEXANDRA VITKO	LUCS, ALEXANDRA VITKO	NA	Not Applicable	FEINSTEIN INSTITUTE FOR MEDICAL RESEARCH	 	2011	48398	NA	48398
8579	HUMAN PAPILLOMAVIRUS INFECTION AND EXPRESSION OF COX-2	Cervix	NIDCD	7991356	5R01DC008579-03	5	R01	DC	3		NA	1869266	STEINBERG, BETTIE M.	STEINBERG, BETTIE M.	82	Not Applicable	FEINSTEIN INSTITUTE FOR MEDICAL RESEARCH	 	2011	337644	NA	337644
11446	THE ROLE OF RAC1 IN HPV-INDUCED RECURRENT RESPIRATORY PAPILLOMATOSIS	Cervix	NIDCD	8307449	5F32DC011446-03	5	F32	DC	3		NA	10344729	LUCS, ALEXANDRA VITKO	LUCS, ALEXANDRA VITKO	NA	Not Applicable	FEINSTEIN INSTITUTE FOR MEDICAL RESEARCH	 	2012	52190	NA	52190
8579	HUMAN PAPILLOMAVIRUS INFECTION AND EXPRESSION OF COX-2	Cervix	NIDCD	8197171	5R01DC008579-04	5	R01	DC	4		NA	1869266	STEINBERG, BETTIE M.	STEINBERG, BETTIE M.	82	Not Applicable	FEINSTEIN INSTITUTE FOR MEDICAL RESEARCH	 	2012	337644	NA	337644
105987	REPROGRAMMING HOST IMMUNE RESPONSES TO CURE OR CONTROL PERSISTENT HPV INFECTION	Cervix	NIAID	8721525	3R21AI105987-01S1	3	R21	AI	1	S1	NA	8451707	BONAGURA, VINCENT ROBERT	BONAGURA, VINCENT ROBERT	NA	Not Applicable	FEINSTEIN INSTITUTE FOR MEDICAL RESEARCH	 	2013	83408	NA	390317
105987	REPROGRAMMING HOST IMMUNE RESPONSES TO CURE OR CONTROL PERSISTENT HPV INFECTION	Cervix	NIAID	8511042	1R21AI105987-01	1	R21	AI	1		NA	8451707	BONAGURA, VINCENT ROBERT	BONAGURA, VINCENT ROBERT	NA	Not Applicable	FEINSTEIN INSTITUTE FOR MEDICAL RESEARCH	 	2013	227475	NA	424965
8579	HUMAN PAPILLOMAVIRUS INFECTION AND EXPRESSION OF COX-2	Cervix	NIDCD	8385564	5R01DC008579-05	5	R01	DC	5		NA	1869266	STEINBERG, BETTIE M.	STEINBERG, BETTIE M.	82	Not Applicable	FEINSTEIN INSTITUTE FOR MEDICAL RESEARCH	 	2013	320761	NA	320761
105987	REPROGRAMMING HOST IMMUNE RESPONSES TO CURE OR CONTROL PERSISTENT HPV INFECTION	Cervix	NIAID	8628039	5R21AI105987-02	5	R21	AI	2		NA	8451707	BONAGURA, VINCENT ROBERT	BONAGURA, VINCENT ROBERT	NA	Not Applicable	FEINSTEIN INSTITUTE FOR MEDICAL RESEARCH	 	2014	278192	NA	779604
46724	THE REPLICATION INITIATOR PROTEIN E1 AND ITS INTERACTION WITH DNA	Cervix	NIAID	7906834	5R01AI046724-09	5	R01	AI	9		NA	1883884	JOSHUA-TOR, LEEMOR 	JOSHUA-TOR, LEEMOR	12	Not Applicable	COLD SPRING HARBOR LABORATORY	 	2010	307561	NA	307561
46724	THE REPLICATION INITIATOR PROTEIN E1 AND ITS INTERACTION WITH DNA	Cervix	NIAID	8084114	5R01AI046724-10	5	R01	AI	10		NA	1883884	JOSHUA-TOR, LEEMOR 	JOSHUA-TOR, LEEMOR	12	Not Applicable	COLD SPRING HARBOR LABORATORY	 	2011	304484	NA	304484
72345	INTRA-MOLECULAR INTERACTIONS CONTROL PAPILLOMAVIRUS E1 FUNCTION.	Cervix	NIAID	8501880	2R56AI072345-05A1	2	R56	AI	5	A1	NA	2452531	STENLUND, ARNE 	STENLUND, ARNE	27	Not Applicable	COLD SPRING HARBOR LABORATORY	 	2012	470000	NA	470000
7110	A MULTICENTERED RANDOMIZED STUDY OF CELEBREX (CELECOXIB)	Cervix	NCRR	8167251	5M01RR018535-08	5	M01	RR	8		7110	1869266	STEINBERG, BETTIE M.	STEINBERG, BETTIE M.	82	Not Applicable	FEINSTEIN INSTITUTE FOR MEDICAL RESEARCH	 	2010	NA	11869	11869
72345	BIOCHEMICAL ANALYSIS OF PAPILLOMAVIRUS REPLICATION		NIAID	7759592	5R01AI072345-03	5	R01	AI	3		NA	2452531	STENLUND, ARNE 	STENLUND, ARNE	27	Not Applicable	COLD SPRING HARBOR LABORATORY	 	2010	430650	NA	430650
72345	BIOCHEMICAL ANALYSIS OF PAPILLOMAVIRUS REPLICATION		NIAID	8013337	5R01AI072345-04	5	R01	AI	4		NA	2452531	STENLUND, ARNE 	STENLUND, ARNE	27	Not Applicable	COLD SPRING HARBOR LABORATORY	 	2011	426344	NA	426344
5752	PROJECT 5	Esophagus; Stomach; Intestine; Pancreas; Colorectal; Anus	NCI	8744321	5P01CA013106-42	5	P01	CA	42		5752	1928317	LOWE, SCOTT W.	LOWE, SCOTT W.	NA	Not Applicable	COLD SPRING HARBOR LABORATORY	 	2013	NA	598168	598168
5752	PROJECT 5	Esophagus; Stomach; Intestine; Pancreas; Colorectal; Anus	NCI	8744361	5P01CA013106-43	5	P01	CA	43		5752	1928317	LOWE, SCOTT W.	LOWE, SCOTT W.	NA	Not Applicable	COLD SPRING HARBOR LABORATORY	 	2014	NA	632154	632154
135053	ROLE OF DOK-1 IN ONCOGENIC TYROSINE KINASE SIGNALING	Leukemia	NCI	7767657	5R01CA135053-02	5	R01	CA	2		NA	1899413	VAN AELST, LINDA 	VAN AELST, LINDA	33	Not Applicable	COLD SPRING HARBOR LABORATORY	 	2010	361050	NA	361050
81554	B-CELL REPERTOIRES IN CHRONIC LYMPHOCYTIC LEUKEMIA	Leukemia	NCI	7849949	5R01CA081554-07	5	R01	CA	7		NA	8936361	CHIORAZZI, NICHOLAS 	CHIORAZZI, NICHOLAS	63	Not Applicable	FEINSTEIN INSTITUTE FOR MEDICAL RESEARCH	YES	2010	320773	NA	398898
135053	ROLE OF DOK-1 IN ONCOGENIC TYROSINE KINASE SIGNALING	Leukemia	NCI	7998158	5R01CA135053-03	5	R01	CA	3		NA	1899413	VAN AELST, LINDA 	VAN AELST, LINDA	33	Not Applicable	COLD SPRING HARBOR LABORATORY	 	2011	350219	NA	350219
81554	B-CELL REPERTOIRES IN CHRONIC LYMPHOCYTIC LEUKEMIA	Leukemia	NCI	8193169	4R01CA081554-08	4	R01	CA	8		NA	8936361	CHIORAZZI, NICHOLAS 	CHIORAZZI, NICHOLAS	63	Not Applicable	FEINSTEIN INSTITUTE FOR MEDICAL RESEARCH	 	2011	311150	NA	394997
135053	ROLE OF DOK-1 IN ONCOGENIC TYROSINE KINASE SIGNALING	Leukemia	NCI	8204568	5R01CA135053-04	5	R01	CA	4		NA	1899413	VAN AELST, LINDA 	VAN AELST, LINDA	33	Not Applicable	COLD SPRING HARBOR LABORATORY	 	2012	376384	NA	376384
81554	B-CELL REPERTOIRES IN CHRONIC LYMPHOCYTIC LEUKEMIA	Leukemia	NCI	8269093	5R01CA081554-09	5	R01	CA	9		NA	8936361	CHIORAZZI, NICHOLAS 	CHIORAZZI, NICHOLAS	63	Not Applicable	FEINSTEIN INSTITUTE FOR MEDICAL RESEARCH	 	2012	311150	NA	318653
174793	BET BROMODOMAIN INHIBITION AS TARGETED THERAPY IN ACUTE MYELOID LEUKEMIA	Leukemia	NCI	8478858	1R01CA174793-01	1	R01	CA	1		NA	10647942	VAKOC, CHRISTOPHER 	VAKOC, CHRISTOPHER	32	Not Applicable	COLD SPRING HARBOR LABORATORY	 	2013	549047	NA	549047
135053	ROLE OF DOK-1 IN ONCOGENIC TYROSINE KINASE SIGNALING	Leukemia	NCI	8408823	5R01CA135053-05	5	R01	CA	5		NA	1899413	VAN AELST, LINDA 	VAN AELST, LINDA	33	Not Applicable	COLD SPRING HARBOR LABORATORY	 	2013	357586	NA	357586
186632	EXPLORING THE ROLE OF MEDIATOR IN ONCOGENIC TRANSCRIPTION	Leukemia	NCI	8718476	1F30CA186632-01	1	F30	CA	1		NA	11883437	BHAGWAT, ANAND 	BHAGWAT, ANAND	NA	Not Applicable	COLD SPRING HARBOR LABORATORY	 	2014	26676	NA	26676
174793	BET BROMODOMAIN INHIBITION AS TARGETED THERAPY IN ACUTE MYELOID LEUKEMIA	Leukemia	NCI	8635318	5R01CA174793-02	5	R01	CA	2		NA	10647942	VAKOC, CHRISTOPHER 	VAKOC, CHRISTOPHER	32	Not Applicable	COLD SPRING HARBOR LABORATORY	 	2014	532576	NA	532576
7071	EPIDEMIOLOGY OF DIAMOND BLACKFAN ANEMIA:THE DIAMOND BLACKFAN ANEMIA REGISTRY	Leukemia; Lymphoma; Myeloma; Myelodysplastic Syndrome	NCRR	8167212	5M01RR018535-08	5	M01	RR	8		7071	2055417	LIPTON, JEFFREY M	LIPTON, JEFFREY M	71	Not Applicable	FEINSTEIN INSTITUTE FOR MEDICAL RESEARCH	 	2010	NA	19925	19925
79571	A VITAL TOOL FOR THE STUDY OF DBA:THE DIAMOND BLACKFAN ANEMIA REGISTRY	Leukemia; Lymphoma; Myeloma; Myelodysplastic Syndrome	NHLBI	7786399	2R01HL079571-06	2	R01	HL	6		NA	1916843	LIPTON, JEFFREY M	LIPTON, JEFFREY M	71	Not Applicable	FEINSTEIN INSTITUTE FOR MEDICAL RESEARCH	 	2010	415000	NA	415000
79571	A VITAL TOOL FOR THE STUDY OF DBA:THE DIAMOND BLACKFAN ANEMIA REGISTRY	Leukemia; Lymphoma; Myeloma; Myelodysplastic Syndrome	NHLBI	8015626	5R01HL079571-07	5	R01	HL	7		NA	1916843	LIPTON, JEFFREY M	LIPTON, JEFFREY M	71	Not Applicable	FEINSTEIN INSTITUTE FOR MEDICAL RESEARCH	 	2011	415000	NA	415000
79571	A VITAL TOOL FOR THE STUDY OF DBA:THE DIAMOND BLACKFAN ANEMIA REGISTRY	Leukemia; Lymphoma; Myeloma; Myelodysplastic Syndrome	NHLBI	8209174	5R01HL079571-08	5	R01	HL	8		NA	1916843	LIPTON, JEFFREY M	LIPTON, JEFFREY M	71	Not Applicable	FEINSTEIN INSTITUTE FOR MEDICAL RESEARCH	 	2012	410850	NA	410850
79571	A VITAL TOOL FOR THE STUDY OF DBA:THE DIAMOND BLACKFAN ANEMIA REGISTRY	Leukemia; Lymphoma; Myeloma; Myelodysplastic Syndrome	NHLBI	8402592	5R01HL079571-09	5	R01	HL	9		NA	1916843	LIPTON, JEFFREY M	LIPTON, JEFFREY M	71	Not Applicable	FEINSTEIN INSTITUTE FOR MEDICAL RESEARCH	 	2013	391129	NA	391129
79571	A VITAL TOOL FOR THE STUDY OF DBA:THE DIAMOND BLACKFAN ANEMIA REGISTRY	Leukemia; Lymphoma; Myeloma; Myelodysplastic Syndrome	NHLBI	8604725	5R01HL079571-10	5	R01	HL	10		NA	1916843	LIPTON, JEFFREY M	LIPTON, JEFFREY M	71	Not Applicable	FEINSTEIN INSTITUTE FOR MEDICAL RESEARCH	 	2014	402633	NA	402633
124648	AN INTEGRATIVE APPROACH TO CANCER GENE DISCOVERY IN HEPATOCELLULAR CARCINOMA	Liver	NCI	7738898	5R01CA124648-04	5	R01	CA	4		NA	1939923	POWERS, SCOTT 	POWERS, SCOTT	22	Not Applicable	COLD SPRING HARBOR LABORATORY	 	2010	435804	NA	435804
124648	AN INTEGRATIVE APPROACH TO CANCER GENE DISCOVERY IN HEPATOCELLULAR CARCINOMA	Liver	NCI	7989997	5R01CA124648-05	5	R01	CA	5		NA	1939923	POWERS, SCOTT 	POWERS, SCOTT	22	Not Applicable	COLD SPRING HARBOR LABORATORY	 	2011	435619	NA	435619
7946	CELECOXIB THERAPY FOR PATIENTS WITH RECURRENT RESPIRATORY PAPILLOMATOSIS		NIDCD	7876700	5U01DC007946-04	5	U01	DC	4		NA	1869266	STEINBERG, BETTIE M.	STEINBERG, BETTIE M.	82	Not Applicable	FEINSTEIN INSTITUTE FOR MEDICAL RESEARCH	 	2010	802098	NA	802098
7946	CELECOXIB THERAPY FOR PATIENTS WITH RECURRENT RESPIRATORY PAPILLOMATOSIS		NIDCD	8102782	5U01DC007946-05	5	U01	DC	5		NA	1869266	STEINBERG, BETTIE M.	STEINBERG, BETTIE M.	82	Not Applicable	FEINSTEIN INSTITUTE FOR MEDICAL RESEARCH	 	2011	584673	NA	584673
190092	(PQA-4) ORGANOID OMICS TO DETECT AND DEFEAT DUCTAL PANCREATIC CANCER	Pancreas	NCI	8792084	1R01CA190092-01	1	R01	CA	1		NA	8586909	TUVESON, DAVID A.	TUVESON, DAVID A.	31	Not Applicable	COLD SPRING HARBOR LABORATORY	 	2014	555711	NA	555711
137050	MECHANISMS AND TREATMENT OF PTEN MUTANT PROSTATE TUMORIGENESIS	Prostate	NCI	7890143	1R01CA137050-01A2	1	R01	CA	1	A2	NA	7027309	TROTMAN, LLOYD C	TROTMAN, LLOYD C	30	Not Applicable	COLD SPRING HARBOR LABORATORY	 	2010	288840	NA	288840
137050	MECHANISMS AND TREATMENT OF PTEN MUTANT PROSTATE TUMORIGENESIS	Prostate	NCI	8033168	5R01CA137050-02	5	R01	CA	2		NA	7027309	TROTMAN, LLOYD C	TROTMAN, LLOYD C	30	Not Applicable	COLD SPRING HARBOR LABORATORY	 	2011	240475	NA	240475
137050	MECHANISMS AND TREATMENT OF PTEN MUTANT PROSTATE TUMORIGENESIS	Prostate	NCI	8209199	5R01CA137050-03	5	R01	CA	3		NA	7027309	TROTMAN, LLOYD C	TROTMAN, LLOYD C	30	Not Applicable	COLD SPRING HARBOR LABORATORY	 	2012	301376	NA	301376
137050	MECHANISMS AND TREATMENT OF PTEN MUTANT PROSTATE TUMORIGENESIS	Prostate	NCI	8433517	5R01CA137050-04	5	R01	CA	4		NA	7027309	TROTMAN, LLOYD C	TROTMAN, LLOYD C	30	Not Applicable	COLD SPRING HARBOR LABORATORY	 	2013	286069	NA	286069
178864	MICRORNAS AND EARLY PROSTATE CANCER DETECTION	Prostate	NCI	8566854	1R21CA178864-01	1	R21	CA	1		NA	8176974	MCDONALD, ALICIA C	MCDONALD, ALICIA C	206	Not Applicable	FEINSTEIN INSTITUTE FOR MEDICAL RESEARCH	 	2013	229132	NA	229132
137050	MECHANISM AND TREATMENT OF PTEN MUTANT PROSTATE TUMORIGENESIS	Prostate	NCI	8762009	2R01CA137050-05A1	2	R01	CA	5	A1	NA	7027309	TROTMAN, LLOYD C	TROTMAN, LLOYD C	30	Not Applicable	COLD SPRING HARBOR LABORATORY	 	2014	392175	NA	392175
178864	MICRORNAS AND EARLY PROSTATE CANCER DETECTION	Prostate	NCI	8738625	5R21CA178864-02	5	R21	CA	2		NA	8176974	MCDONALD, ALICIA C	MCDONALD, ALICIA C	206	Not Applicable	FEINSTEIN INSTITUTE FOR MEDICAL RESEARCH	 	2014	89242	NA	89242
29528	ORBITRAP MASS SPECTROMETER	Tech	NCRR	7839514	1S10RR029528-01	1	S10	RR	1		NA	9803019	PAPPIN, DARRYL J	PAPPIN, DARRYL J	21	Not Applicable	COLD SPRING HARBOR LABORATORY	YES	2010	851656	NA	851656
9006	GENOMICS AND PROTEOMIC ANALYSIS	Tech	NCI	8018470	5P01CA013106-39	5	P01	CA	39		9006	1939923	POWERS, SCOTT 	POWERS, SCOTT	22	Not Applicable	COLD SPRING HARBOR LABORATORY	 	2010	NA	433217	433217
27936	ACQUISITION OF LASER CAPTURE MICRODISSECTION MICROSCOPE	Tech	NCRR	7795318	1S10RR027936-01	1	S10	RR	1		NA	6379919	SYMONS, MARC H	SYMONS, MARC H	83	Not Applicable	FEINSTEIN INSTITUTE FOR MEDICAL RESEARCH	YES	2010	218564	NA	218564
9481	COLD SPRING HARBOR LABORATORY CANCER WORKSHOPS	Training	NCI	7792248	5T15CA009481-28	5	T15	CA	28		NA	7852017	GRODZICKER, TERRI I.	GRODZICKER, TERRI I.	NA	Not Applicable	COLD SPRING HARBOR LABORATORY	 	2010	303601	NA	303601
78139	ADVANCED IMMUNOCYTOCHEMISTRY; IN SITU HYBRIDIZATION AND LIVE CELL IMAGING COURSE	Training	NCI	7940440	2T15CA078139-13	2	T15	CA	13		NA	7852017	GRODZICKER, TERRI I.	GRODZICKER, TERRI I.	NA	Not Applicable	COLD SPRING HARBOR LABORATORY	 	2010	78167	NA	78167
85150	CSHL COURSE ON X-RAY METHODS IN STRUCTURAL BIOLOGY	Training	NCI	7858414	5T15CA085150-09	5	T15	CA	9		NA	7852017	GRODZICKER, TERRI I.	GRODZICKER, TERRI I.	NA	Not Applicable	COLD SPRING HARBOR LABORATORY	 	2010	77056	NA	77056
119850	CSHL CONFERENCE ON THE CELL CYCLE	Training	NCI	7574548	5R13CA119850-03	5	R13	CA	3		NA	7852017	GRODZICKER, TERRI I.	GRODZICKER, TERRI I.	NA	Not Applicable	COLD SPRING HARBOR LABORATORY	 	2010	4000	NA	4000
86855	CSHL INTEGRATED DATA ANALYSIS FOR HIGH THROUGHPUT BIOLOGY	Training	NCI	7816861	5T15CA086855-12	5	T15	CA	12		NA	7039607	STEWART, DAVID J.	STEWART, DAVID J.	NA	Not Applicable	COLD SPRING HARBOR LABORATORY	 	2010	79188	NA	79188
98595	CSHL COURSE ON PROTEOMICS	Training	NCI	7858472	5T15CA098595-08	5	T15	CA	8		NA	7039607	STEWART, DAVID J.	STEWART, DAVID J.	NA	Not Applicable	COLD SPRING HARBOR LABORATORY	 	2010	80080	NA	80080
13	CSHL COMPUTATIONAL AND COMPARATIVE GENOMICS COURSE	Training	NHGRI	7910731	5T15HG000013-17	5	T15	HG	17		NA	7039607	STEWART, DAVID J.	STEWART, DAVID J.	NA	Not Applicable	COLD SPRING HARBOR LABORATORY	 	2010	50282	NA	50282
48	CSHL COURSE:  PROGRAMMING FOR BIOLOGY	Training; Tech	NHGRI	7938576	5T15HG000048-11	5	T15	HG	11		NA	7039607	STEWART, DAVID J.	STEWART, DAVID J.	NA	Not Applicable	COLD SPRING HARBOR LABORATORY	 	2010	61800	NA	61800
